Date,Open,High,Low,Close,Adj Close,Volume
2007-03-01,23.190001,24.350000,22.020000,24.350000,14.539431,0
2007-04-01,24.430000,25.940001,24.430000,25.330000,15.124589,0
2007-05-01,25.309999,27.240000,25.309999,27.240000,16.265057,0
2007-06-01,27.719999,28.370001,26.709999,27.910000,16.665112,0
2007-07-01,28.540001,31.139999,28.540001,29.309999,17.501053,0
2007-08-01,28.740000,29.230000,24.760000,28.230000,16.856188,0
2007-09-01,28.549999,28.580000,25.510000,27.240000,16.265057,0
2007-10-01,27.879999,30.740000,27.780001,30.740000,21.231056,0
2007-11-01,29.780001,30.129999,26.730000,28.340000,19.573463,0
2007-12-01,28.410000,29.590000,23.860001,25.430000,17.563629,0
2008-01-01,25.410000,25.410000,22.260000,22.920000,17.713121,0
2008-02-01,23.440001,24.490000,22.650000,23.740000,18.346842,0
2008-03-01,23.719999,23.719999,21.290001,22.500000,17.388538,0
2008-04-01,23.209999,24.549999,23.209999,24.389999,18.849173,0
2008-05-01,24.559999,25.770000,24.299999,25.000000,19.320599,0
2008-06-01,24.920000,24.920000,22.379999,22.430000,17.334442,0
2008-07-01,22.049999,22.049999,20.309999,20.760000,16.043821,0
2008-08-01,20.700001,20.700001,19.030001,19.389999,14.985054,0
2008-09-01,18.860001,18.860001,13.160000,14.100000,10.896817,0
2008-10-01,13.990000,13.990000,7.980000,10.160000,9.035908,0
2008-11-01,10.300000,10.950000,8.010000,9.610000,8.546757,0
2008-12-01,8.930000,10.690000,8.930000,10.290000,9.151525,0
2009-01-01,10.740000,11.260000,8.900000,9.310000,8.324191,0
2009-02-01,9.170000,10.050000,8.620000,8.620000,7.707255,0
2009-03-01,8.140000,10.630000,8.140000,10.000000,8.941131,0
2009-04-01,10.310000,11.770000,10.310000,11.770000,10.523710,0
2009-05-01,11.950000,14.280000,11.950000,14.280000,12.767932,0
2009-06-01,14.930000,14.930000,13.390000,13.990000,12.508640,0
2009-07-01,14.310000,15.560000,13.460000,15.560000,13.912399,0
2009-08-01,16.000000,16.010000,15.040000,15.780000,14.109102,0
2009-09-01,15.530000,17.510000,15.520000,17.290001,15.459213,0
2009-10-01,17.150000,18.620001,16.980000,17.010000,15.208862,0
2009-11-01,17.139999,18.530001,17.010000,17.709999,15.834739,0
2009-12-01,18.110001,18.209999,17.320000,17.969999,16.067211,0
2010-01-01,18.350000,18.660000,16.910000,16.910000,15.215088,0
2010-02-01,17.170000,17.360001,16.250000,17.040001,15.332059,0
2010-03-01,17.320000,18.379999,17.320000,18.379999,16.537750,0
2010-04-01,18.730000,19.139999,18.370001,18.530001,16.672718,0
2010-05-01,18.549999,18.549999,15.780000,16.610001,14.945159,0
2010-06-01,16.440001,17.580000,16.110001,16.480000,14.828185,0
2010-07-01,16.459999,17.990000,16.459999,17.980000,16.177841,0
2010-08-01,18.420000,18.420000,17.590000,17.760000,15.979894,0
2010-09-01,18.139999,19.719999,18.139999,19.719999,17.743439,0
2010-10-01,19.930000,20.740000,19.930000,20.500000,18.445259,0
2010-11-01,20.760000,21.440001,19.840000,19.840000,17.851412,0
2010-12-01,20.370001,20.830000,20.160000,20.830000,18.742182,0
2011-01-01,21.090000,21.230000,20.120001,20.120001,18.278708,0
2011-02-01,20.430000,20.440001,19.260000,19.600000,17.806293,0
2011-03-01,19.540001,20.870001,19.209999,20.870001,18.960073,0
2011-04-01,21.180000,21.730000,20.879999,21.730000,19.741367,0
2011-05-01,21.760000,21.760000,20.049999,21.080000,19.150852,0
2011-06-01,20.840000,20.920000,20.040001,20.920000,19.005493,0
2011-07-01,21.180000,21.290001,20.350000,20.549999,18.669355,0
2011-08-01,20.650000,20.650000,17.629999,19.100000,17.352055,0
2011-09-01,19.080000,19.080000,16.270000,16.350000,14.853720,0
2011-10-01,15.900000,18.660000,15.900000,18.230000,16.561672,0
2011-11-01,17.840000,18.510000,16.440001,17.750000,16.125599,0
2011-12-01,17.940001,18.080000,16.480000,17.100000,15.535084,0
2012-01-01,17.469999,19.059999,17.290001,19.059999,17.413250,0
2012-02-01,19.360001,20.309999,19.360001,20.309999,18.555252,0
2012-03-01,20.440001,20.440001,19.459999,19.910000,18.189812,0
2012-04-01,20.080000,20.160000,19.340000,19.690001,17.988823,0
2012-05-01,19.750000,19.770000,17.430000,17.540001,16.024576,0
2012-06-01,17.120001,18.330000,17.080000,18.170000,16.600145,0
2012-07-01,18.230000,18.520000,17.660000,18.480000,16.883364,0
2012-08-01,18.480000,19.090000,18.320000,18.530001,16.929045,0
2012-09-01,18.520000,19.790001,18.400000,19.370001,17.696472,0
2012-10-01,19.469999,19.580000,19.129999,19.280001,17.614248,0
2012-11-01,19.580000,19.700001,18.980000,19.700001,17.997961,0
2012-12-01,19.709999,20.490000,19.709999,20.490000,18.719704,0
2013-01-01,20.870001,20.870001,20.469999,20.639999,19.112827,0
2013-02-01,20.830000,20.830000,20.120001,20.400000,18.890583,0
2013-03-01,20.379999,20.700001,19.830000,20.260000,18.760944,0
2013-04-01,20.139999,20.440001,19.520000,20.440001,18.927626,0
2013-05-01,20.340000,20.879999,19.730000,19.730000,18.270159,0
2013-06-01,19.799999,19.799999,17.410000,18.330000,16.973745,0
2013-07-01,18.440001,18.889999,17.850000,18.469999,17.103388,0
2013-08-01,18.610001,18.719999,17.559999,17.820000,16.501480,0
2013-09-01,18.040001,19.860001,18.040001,19.200001,17.779373,0
2013-10-01,19.410000,20.490000,19.410000,20.100000,18.612785,0
2013-11-01,20.120001,20.120001,19.340000,20.100000,18.612785,0
2013-12-01,20.030001,20.059999,19.520000,19.930000,18.455360,0
2014-01-01,19.620001,19.620001,18.459999,18.490000,17.217218,0
2014-02-01,18.120001,19.299999,18.120001,19.299999,17.971460,0
